Crash_Condition_ID,Posted_Speed_Limit,Traffic_Control_Device,Traffic_Control_Device_Condition,Weather_Condition,Lighting_Condition,Trafficway_Type,Roadway_Surface_Condition,Road_Defect,Alignment
162,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
163,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,UNKNOWN,STRAIGHT AND LEVEL
164,30,OTHER,UNKNOWN,CLEAR,DAYLIGHT,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
165,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
166,15,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,ALLEY,WET,NO DEFECTS,STRAIGHT AND LEVEL
167,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,DRY,UNKNOWN,STRAIGHT AND LEVEL
168,25,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
169,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
170,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT ON HILLCREST
171,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
172,10,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
173,15,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
174,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
175,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
176,25,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
177,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
178,5,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
179,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
180,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,DRY,NO DEFECTS,STRAIGHT ON GRADE
181,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
182,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
183,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
184,30,UNKNOWN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,UNKNOWN,STRAIGHT AND LEVEL
185,30,NO CONTROLS,FUNCTIONING IMPROPERLY,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
186,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DARKNESS,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
187,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
188,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
189,30,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
190,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
191,15,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,ALLEY,ICE,NO DEFECTS,STRAIGHT AND LEVEL
192,30,LANE USE MARKING,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
193,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
194,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
195,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
196,15,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
197,35,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,"CURVE, LEVEL"
198,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKING LOT,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
199,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
200,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
201,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DUSK,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
202,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,OTHER,DRY,UNKNOWN,STRAIGHT AND LEVEL
203,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
204,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER,DRY,UNKNOWN,STRAIGHT AND LEVEL
205,5,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
206,30,UNKNOWN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
207,30,OTHER REG. SIGN,OTHER,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
208,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
209,0,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
210,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
211,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
212,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
213,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
214,30,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
215,30,NO CONTROLS,NO CONTROLS,OTHER,DUSK,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
216,30,NO CONTROLS,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
217,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,RAMP,DRY,UNKNOWN,STRAIGHT AND LEVEL
218,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
219,25,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DARKNESS,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
220,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
221,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
222,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
223,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,"CURVE, LEVEL"
224,15,OTHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
225,15,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
226,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
227,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
228,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
229,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,UNKNOWN,STRAIGHT ON GRADE
230,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,UNKNOWN,STRAIGHT AND LEVEL
231,25,LANE USE MARKING,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
232,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
233,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,UNKNOWN,STRAIGHT AND LEVEL
234,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
235,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,UNKNOWN,STRAIGHT AND LEVEL
236,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
237,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
238,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
239,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT ON GRADE
240,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
241,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
242,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,UNKNOWN,STRAIGHT AND LEVEL
243,35,NO CONTROLS,UNKNOWN,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
244,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
245,45,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
246,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
247,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
248,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
249,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,"RUT, HOLES",STRAIGHT AND LEVEL
250,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
251,15,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,OTHER,DRY,NO DEFECTS,STRAIGHT ON GRADE
252,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,UNKNOWN,DRY,NO DEFECTS,STRAIGHT AND LEVEL
253,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,CENTER TURN LANE,DRY,NO DEFECTS,STRAIGHT AND LEVEL
254,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
255,25,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT ON GRADE
256,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,CENTER TURN LANE,DRY,NO DEFECTS,STRAIGHT AND LEVEL
257,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
258,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
259,0,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
260,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,ICE,NO DEFECTS,STRAIGHT AND LEVEL
261,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
262,20,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
263,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
264,5,NO CONTROLS,NO CONTROLS,CLEAR,DAWN,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
265,30,UNKNOWN,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
266,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,UNKNOWN,STRAIGHT AND LEVEL
267,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
268,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,OTHER,STRAIGHT AND LEVEL
269,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,OTHER,STRAIGHT AND LEVEL
270,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
271,30,NO CONTROLS,NO CONTROLS,SEVERE CROSS WIND GATE,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
272,30,NO CONTROLS,NO CONTROLS,SEVERE CROSS WIND GATE,DAYLIGHT,UNKNOWN,DRY,NO DEFECTS,STRAIGHT AND LEVEL
273,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
274,30,UNKNOWN,UNKNOWN,UNKNOWN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
275,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
276,5,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
277,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
278,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT ON GRADE
279,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
280,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
281,35,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
282,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,"RUT, HOLES",STRAIGHT AND LEVEL
283,30,UNKNOWN,UNKNOWN,UNKNOWN,DUSK,ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
284,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO DEFECTS,STRAIGHT ON HILLCREST
285,30,UNKNOWN,UNKNOWN,CLEAR,UNKNOWN,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
286,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DRIVEWAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
287,30,NO CONTROLS,NO CONTROLS,UNKNOWN,"DARKNESS, LIGHTED ROAD",ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
288,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
289,5,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
290,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
291,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,DRY,UNKNOWN,STRAIGHT AND LEVEL
292,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
293,5,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DRIVEWAY,DRY,UNKNOWN,STRAIGHT AND LEVEL
294,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT ON GRADE
295,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,"CURVE, LEVEL"
296,35,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
297,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,UNKNOWN,STRAIGHT AND LEVEL
298,30,POLICE/FLAGMAN,OTHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
299,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
300,30,LANE USE MARKING,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
301,30,LANE USE MARKING,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
302,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
303,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
304,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
305,10,OTHER REG. SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
306,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
307,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
308,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
309,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
310,3,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,UNKNOWN,NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
311,0,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
312,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
313,30,OTHER,OTHER,CLOUDY/OVERCAST,DAYLIGHT,OTHER,DRY,UNKNOWN,STRAIGHT AND LEVEL
314,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
315,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
316,0,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
317,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
318,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,CENTER TURN LANE,DRY,NO DEFECTS,STRAIGHT AND LEVEL
319,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,CENTER TURN LANE,DRY,NO DEFECTS,STRAIGHT AND LEVEL
320,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,UNKNOWN,STRAIGHT ON GRADE
321,0,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,UNKNOWN,DRY,UNKNOWN,STRAIGHT AND LEVEL
322,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
323,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),ICE,NO DEFECTS,STRAIGHT AND LEVEL
324,40,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
325,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
326,40,LANE USE MARKING,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
327,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,"CURVE, LEVEL"
