Crash_Condition_ID,Posted_Speed_Limit,Traffic_Control_Device,Traffic_Control_Device_Condition,Weather_Condition,Lighting_Condition,Trafficway_Type,Roadway_Surface_Condition,Road_Defect,Alignment
170,40,NO CONTROLS,DAMAGED,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
171,25,RAILROAD CROSSING GATE,NOT FUNCTIONING,SEVERE CROSS WIND,DAYLIGHT,ALLEY,DRY,WORN SURFACE,STRAIGHT AND LEVEL
172,40,RAILROAD CROSSING GATE,DAMAGED,CLEAR,DARKNESS,ONE-WAY,SNOW OR SLUSH,POTHOLES,STRAIGHT AND LEVEL
173,30,TRAFFIC SIGNAL,NOT FUNCTIONING,SNOW,DAWN,ONE-WAY,SNOW OR SLUSH,WORN SURFACE,STRAIGHT AND LEVEL
174,35,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,DARKNESS,NOT DIVIDED,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
175,40,YIELD SIGN,NOT FUNCTIONING,CLEAR,DARKNESS,PARKING LOT,SAND/MUD/DIRT,NO DEFECTS,CURVE LEVEL
176,25,YIELD SIGN,DAMAGED,RAIN,DUSK,DIVIDED,WET,NO DEFECTS,CURVE LEVEL
177,35,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,ICE,POTHOLES,STRAIGHT ON GRADE
178,40,STOP SIGN,MISSING,SLEET/HAIL,DAWN,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
179,20,NO CONTROLS,DAMAGED,SEVERE CROSS WIND,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT ON GRADE
180,55,STOP SIGN,MISSING,SNOW,DAWN,NOT DIVIDED,WET,WORN SURFACE,CURVE ON GRADE
181,40,RAILROAD CROSSING GATE,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,SHOULDER DEFECT,STRAIGHT ON GRADE
182,45,TRAFFIC SIGNAL,DAMAGED,SLEET/HAIL,DAYLIGHT,ALLEY,ICE,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
183,50,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SNOW,DARKNESS,NOT DIVIDED,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
184,30,RAILROAD CROSSING GATE,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE ON GRADE
185,35,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DAWN,DIVIDED,DRY,NO DEFECTS,STRAIGHT ON GRADE
186,30,RAILROAD CROSSING GATE,NOT FUNCTIONING,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
187,20,YIELD SIGN,DAMAGED,CLEAR,DAYLIGHT,PARKING LOT,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
188,20,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,WORN SURFACE,CURVE LEVEL
189,45,RAILROAD CROSSING GATE,NOT FUNCTIONING,RAIN,DAWN,ALLEY,SNOW OR SLUSH,SHOULDER DEFECT,CURVE LEVEL
190,30,YIELD SIGN,DAMAGED,SNOW,DARKNESS,ALLEY,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT ON GRADE
191,35,YIELD SIGN,MISSING,SLEET/HAIL,DARKNESS,ALLEY,ICE,POTHOLES,CURVE ON GRADE
192,20,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,DUSK,DIVIDED,ICE,POTHOLES,CURVE ON GRADE
193,55,YIELD SIGN,DAMAGED,SNOW,DAWN,ALLEY,DRY,WORN SURFACE,CURVE LEVEL
194,20,STOP SIGN,DAMAGED,FOG/SMOKE,DUSK,DIVIDED,SAND/MUD/DIRT,NO DEFECTS,CURVE LEVEL
195,40,TRAFFIC SIGNAL,MISSING,FOG/SMOKE,DUSK,PARKING LOT,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
196,45,TRAFFIC SIGNAL,NOT FUNCTIONING,SNOW,DAYLIGHT,ALLEY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE ON GRADE
197,50,TRAFFIC SIGNAL,MISSING,CLEAR,DAWN,ONE-WAY,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE ON GRADE
198,25,RAILROAD CROSSING GATE,MISSING,CLEAR,DARKNESS,NOT DIVIDED,DRY,SHOULDER DEFECT,CURVE ON GRADE
199,50,RAILROAD CROSSING GATE,NOT FUNCTIONING,FOG/SMOKE,DAWN,PARKING LOT,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
200,55,STOP SIGN,DAMAGED,CLEAR,DAYLIGHT,ONE-WAY,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
201,50,YIELD SIGN,MISSING,CLEAR,DAWN,PARKING LOT,SNOW OR SLUSH,WORN SURFACE,CURVE LEVEL
202,55,RAILROAD CROSSING GATE,MISSING,SNOW,DAWN,ALLEY,WET,SHOULDER DEFECT,CURVE LEVEL
203,20,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,DUSK,PARKING LOT,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
204,35,YIELD SIGN,DAMAGED,SNOW,DAWN,PARKING LOT,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
205,35,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,CLEAR,DUSK,PARKING LOT,WET,NO DEFECTS,STRAIGHT ON GRADE
206,40,RAILROAD CROSSING GATE,MISSING,SNOW,DUSK,DIVIDED,DRY,POTHOLES,STRAIGHT AND LEVEL
207,55,STOP SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
208,35,NO CONTROLS,NOT FUNCTIONING,FOG/SMOKE,DAYLIGHT,ALLEY,WET,WORN SURFACE,STRAIGHT ON GRADE
209,40,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DUSK,NOT DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
210,20,RAILROAD CROSSING GATE,DAMAGED,SLEET/HAIL,DAWN,ALLEY,ICE,NO DEFECTS,STRAIGHT AND LEVEL
211,20,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,ALLEY,SNOW OR SLUSH,WORN SURFACE,CURVE LEVEL
212,50,YIELD SIGN,MISSING,CLEAR,DUSK,DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
213,20,NO CONTROLS,NOT FUNCTIONING,CLEAR,DUSK,DIVIDED,ICE,POTHOLES,STRAIGHT ON GRADE
214,20,RAILROAD CROSSING GATE,MISSING,SLEET/HAIL,DARKNESS,PARKING LOT,SNOW OR SLUSH,WORN SURFACE,CURVE ON GRADE
215,55,NO CONTROLS,MISSING,SLEET/HAIL,DARKNESS,ALLEY,ICE,SHOULDER DEFECT,CURVE ON GRADE
216,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,ONE-WAY,DRY,NO DEFECTS,CURVE ON GRADE
217,45,YIELD SIGN,MISSING,RAIN,DARKNESS,DIVIDED,ICE,SHOULDER DEFECT,CURVE LEVEL
218,50,STOP SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
219,50,TRAFFIC SIGNAL,DAMAGED,SLEET/HAIL,DUSK,ONE-WAY,ICE,NO DEFECTS,CURVE LEVEL
220,45,NO CONTROLS,DAMAGED,SNOW,"DARKNESS, LIGHTED ROAD",DIVIDED,ICE,WORN SURFACE,STRAIGHT ON GRADE
221,25,NO CONTROLS,DAMAGED,SEVERE CROSS WIND,DAWN,ONE-WAY,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
222,20,TRAFFIC SIGNAL,NOT FUNCTIONING,RAIN,DAYLIGHT,NOT DIVIDED,ICE,NO DEFECTS,STRAIGHT ON GRADE
223,35,NO CONTROLS,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,WET,NO DEFECTS,STRAIGHT ON GRADE
224,40,STOP SIGN,MISSING,SLEET/HAIL,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
225,50,STOP SIGN,FUNCTIONING PROPERLY,SNOW,DARKNESS,PARKING LOT,SNOW OR SLUSH,SHOULDER DEFECT,CURVE ON GRADE
226,45,NO CONTROLS,MISSING,SEVERE CROSS WIND,DAWN,PARKING LOT,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
227,30,NO CONTROLS,DAMAGED,SNOW,DUSK,DIVIDED,DRY,POTHOLES,CURVE LEVEL
228,40,STOP SIGN,MISSING,SNOW,DAYLIGHT,ONE-WAY,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
229,30,NO CONTROLS,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED,WET,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
230,30,RAILROAD CROSSING GATE,MISSING,RAIN,DUSK,ONE-WAY,DRY,SHOULDER DEFECT,STRAIGHT ON GRADE
231,55,YIELD SIGN,DAMAGED,SNOW,DUSK,DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
232,50,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
233,20,NO CONTROLS,MISSING,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
234,55,NO CONTROLS,DAMAGED,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",DIVIDED,ICE,WORN SURFACE,CURVE ON GRADE
235,30,YIELD SIGN,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,SHOULDER DEFECT,STRAIGHT ON GRADE
236,20,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,DARKNESS,ALLEY,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
237,25,YIELD SIGN,DAMAGED,RAIN,DUSK,ONE-WAY,SNOW OR SLUSH,POTHOLES,STRAIGHT AND LEVEL
238,35,STOP SIGN,MISSING,SNOW,DUSK,DIVIDED,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
239,30,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,DARKNESS,ONE-WAY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
240,50,YIELD SIGN,FUNCTIONING PROPERLY,SNOW,DUSK,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
241,35,RAILROAD CROSSING GATE,MISSING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,WORN SURFACE,STRAIGHT AND LEVEL
242,20,NO CONTROLS,NOT FUNCTIONING,CLEAR,DAYLIGHT,PARKING LOT,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
243,30,STOP SIGN,NOT FUNCTIONING,RAIN,DUSK,PARKING LOT,WET,NO DEFECTS,CURVE ON GRADE
244,40,TRAFFIC SIGNAL,NOT FUNCTIONING,SLEET/HAIL,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
245,55,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE ON GRADE
246,50,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DARKNESS,ALLEY,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
247,25,NO CONTROLS,NOT FUNCTIONING,SNOW,DAWN,ONE-WAY,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
248,45,YIELD SIGN,MISSING,SNOW,DUSK,PARKING LOT,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
249,25,TRAFFIC SIGNAL,MISSING,FOG/SMOKE,DARKNESS,PARKING LOT,ICE,WORN SURFACE,CURVE LEVEL
250,55,RAILROAD CROSSING GATE,MISSING,SEVERE CROSS WIND,DARKNESS,DIVIDED,ICE,NO DEFECTS,STRAIGHT AND LEVEL
251,30,TRAFFIC SIGNAL,DAMAGED,CLEAR,DAYLIGHT,PARKING LOT,SNOW OR SLUSH,WORN SURFACE,STRAIGHT ON GRADE
252,55,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,RAIN,DUSK,DIVIDED,ICE,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
253,50,STOP SIGN,FUNCTIONING PROPERLY,RAIN,DARKNESS,PARKING LOT,WET,SHOULDER DEFECT,STRAIGHT ON GRADE
254,25,NO CONTROLS,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
255,45,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DARKNESS,ALLEY,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT ON GRADE
256,40,YIELD SIGN,MISSING,SNOW,"DARKNESS, LIGHTED ROAD",DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT ON GRADE
257,35,NO CONTROLS,MISSING,CLEAR,DAWN,DIVIDED,DRY,NO DEFECTS,CURVE ON GRADE
258,55,TRAFFIC SIGNAL,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,SNOW OR SLUSH,NO DEFECTS,CURVE ON GRADE
259,40,YIELD SIGN,MISSING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",DIVIDED,ICE,POTHOLES,STRAIGHT ON GRADE
260,25,YIELD SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,DAYLIGHT,PARKING LOT,WET,POTHOLES,STRAIGHT AND LEVEL
261,45,YIELD SIGN,MISSING,FOG/SMOKE,DARKNESS,PARKING LOT,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT AND LEVEL
262,35,YIELD SIGN,NOT FUNCTIONING,FOG/SMOKE,DAWN,ONE-WAY,SAND/MUD/DIRT,WORN SURFACE,CURVE ON GRADE
263,50,TRAFFIC SIGNAL,DAMAGED,RAIN,DARKNESS,DIVIDED,ICE,WORN SURFACE,CURVE ON GRADE
264,45,STOP SIGN,DAMAGED,SNOW,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,ICE,SHOULDER DEFECT,STRAIGHT ON GRADE
265,40,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",DIVIDED,ICE,POTHOLES,STRAIGHT AND LEVEL
266,20,RAILROAD CROSSING GATE,MISSING,FOG/SMOKE,DARKNESS,DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
267,20,RAILROAD CROSSING GATE,MISSING,FOG/SMOKE,DAWN,ALLEY,WET,SHOULDER DEFECT,STRAIGHT ON GRADE
268,35,STOP SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DAWN,NOT DIVIDED,DRY,WORN SURFACE,CURVE ON GRADE
269,55,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,NOT DIVIDED,ICE,SHOULDER DEFECT,CURVE ON GRADE
270,35,YIELD SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",ALLEY,WET,SHOULDER DEFECT,CURVE ON GRADE
271,35,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,ICE,NO DEFECTS,CURVE LEVEL
272,20,RAILROAD CROSSING GATE,MISSING,CLEAR,DAYLIGHT,DIVIDED,WET,POTHOLES,STRAIGHT AND LEVEL
273,40,RAILROAD CROSSING GATE,NOT FUNCTIONING,SNOW,DARKNESS,ONE-WAY,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
274,55,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",ALLEY,DRY,POTHOLES,STRAIGHT ON GRADE
275,35,RAILROAD CROSSING GATE,MISSING,SLEET/HAIL,DARKNESS,NOT DIVIDED,ICE,SHOULDER DEFECT,CURVE LEVEL
276,20,YIELD SIGN,DAMAGED,CLEAR,DAWN,NOT DIVIDED,ICE,POTHOLES,STRAIGHT AND LEVEL
277,35,YIELD SIGN,DAMAGED,SLEET/HAIL,DUSK,DIVIDED,SNOW OR SLUSH,WORN SURFACE,STRAIGHT ON GRADE
278,35,YIELD SIGN,DAMAGED,CLEAR,DAYLIGHT,ONE-WAY,SAND/MUD/DIRT,NO DEFECTS,STRAIGHT ON GRADE
279,55,TRAFFIC SIGNAL,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,SHOULDER DEFECT,CURVE LEVEL
280,55,TRAFFIC SIGNAL,DAMAGED,SNOW,DAYLIGHT,ALLEY,DRY,WORN SURFACE,CURVE LEVEL
281,45,TRAFFIC SIGNAL,MISSING,FOG/SMOKE,DAWN,ALLEY,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
282,35,TRAFFIC SIGNAL,DAMAGED,SNOW,DAWN,DIVIDED,ICE,POTHOLES,CURVE ON GRADE
283,20,STOP SIGN,FUNCTIONING PROPERLY,CLEAR,DAWN,ONE-WAY,DRY,WORN SURFACE,STRAIGHT AND LEVEL
284,40,NO CONTROLS,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,NOT DIVIDED,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
285,20,NO CONTROLS,MISSING,FOG/SMOKE,DUSK,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
286,20,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,DARKNESS,PARKING LOT,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
287,35,RAILROAD CROSSING GATE,DAMAGED,SEVERE CROSS WIND,DARKNESS,NOT DIVIDED,SAND/MUD/DIRT,POTHOLES,CURVE LEVEL
288,45,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DUSK,ALLEY,DRY,SHOULDER DEFECT,CURVE ON GRADE
289,30,NO CONTROLS,FUNCTIONING PROPERLY,FOG/SMOKE,DARKNESS,PARKING LOT,DRY,POTHOLES,STRAIGHT ON GRADE
290,50,NO CONTROLS,DAMAGED,SEVERE CROSS WIND,DAWN,ONE-WAY,SNOW OR SLUSH,SHOULDER DEFECT,CURVE LEVEL
291,30,TRAFFIC SIGNAL,DAMAGED,FOG/SMOKE,DARKNESS,PARKING LOT,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
292,30,STOP SIGN,MISSING,SLEET/HAIL,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,POTHOLES,CURVE LEVEL
293,20,STOP SIGN,DAMAGED,CLEAR,DARKNESS,NOT DIVIDED,ICE,SHOULDER DEFECT,CURVE ON GRADE
294,35,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,DIVIDED,ICE,NO DEFECTS,STRAIGHT AND LEVEL
295,55,STOP SIGN,DAMAGED,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
296,50,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,PARKING LOT,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
297,30,NO CONTROLS,FUNCTIONING PROPERLY,SLEET/HAIL,DAYLIGHT,ALLEY,SAND/MUD/DIRT,NO DEFECTS,CURVE LEVEL
298,25,TRAFFIC SIGNAL,NOT FUNCTIONING,SNOW,DAWN,ALLEY,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
299,25,STOP SIGN,FUNCTIONING PROPERLY,RAIN,DAWN,ONE-WAY,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
300,25,TRAFFIC SIGNAL,NOT FUNCTIONING,FOG/SMOKE,DAWN,DIVIDED,DRY,NO DEFECTS,CURVE ON GRADE
301,40,STOP SIGN,NOT FUNCTIONING,RAIN,DAYLIGHT,ALLEY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
302,35,STOP SIGN,DAMAGED,SNOW,DUSK,ALLEY,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
303,20,TRAFFIC SIGNAL,NOT FUNCTIONING,RAIN,DAWN,NOT DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT ON GRADE
304,20,STOP SIGN,MISSING,CLEAR,DAWN,NOT DIVIDED,SNOW OR SLUSH,WORN SURFACE,CURVE LEVEL
305,35,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ALLEY,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE ON GRADE
306,45,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,POTHOLES,CURVE LEVEL
307,55,YIELD SIGN,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED,WET,SHOULDER DEFECT,CURVE LEVEL
308,50,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DARKNESS,ALLEY,WET,WORN SURFACE,STRAIGHT AND LEVEL
309,45,STOP SIGN,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,WORN SURFACE,STRAIGHT AND LEVEL
310,55,STOP SIGN,MISSING,CLEAR,DAWN,ONE-WAY,SNOW OR SLUSH,NO DEFECTS,CURVE ON GRADE
311,40,NO CONTROLS,DAMAGED,CLEAR,DUSK,ALLEY,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
312,35,NO CONTROLS,NOT FUNCTIONING,RAIN,DARKNESS,ONE-WAY,DRY,NO DEFECTS,CURVE ON GRADE
313,45,YIELD SIGN,DAMAGED,SLEET/HAIL,DUSK,PARKING LOT,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
314,50,STOP SIGN,MISSING,FOG/SMOKE,DUSK,ONE-WAY,WET,SHOULDER DEFECT,STRAIGHT ON GRADE
315,40,NO CONTROLS,DAMAGED,FOG/SMOKE,DAWN,ALLEY,DRY,DEBRIS ON ROADWAY,CURVE ON GRADE
316,30,STOP SIGN,MISSING,FOG/SMOKE,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
317,30,TRAFFIC SIGNAL,DAMAGED,CLEAR,DAYLIGHT,ALLEY,DRY,NO DEFECTS,STRAIGHT ON GRADE
318,40,NO CONTROLS,FUNCTIONING PROPERLY,FOG/SMOKE,DAYLIGHT,NOT DIVIDED,SAND/MUD/DIRT,NO DEFECTS,CURVE LEVEL
319,55,YIELD SIGN,DAMAGED,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,WET,NO DEFECTS,STRAIGHT AND LEVEL
320,35,NO CONTROLS,FUNCTIONING PROPERLY,SLEET/HAIL,DAYLIGHT,ONE-WAY,DRY,WORN SURFACE,CURVE ON GRADE
321,30,STOP SIGN,MISSING,RAIN,DAWN,ALLEY,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
322,35,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
323,45,RAILROAD CROSSING GATE,DAMAGED,CLEAR,DAYLIGHT,ALLEY,ICE,POTHOLES,STRAIGHT ON GRADE
324,30,STOP SIGN,FUNCTIONING PROPERLY,CLEAR,DUSK,ALLEY,DRY,POTHOLES,STRAIGHT AND LEVEL
325,50,TRAFFIC SIGNAL,MISSING,SLEET/HAIL,DAWN,DIVIDED,WET,WORN SURFACE,STRAIGHT ON GRADE
326,50,NO CONTROLS,DAMAGED,FOG/SMOKE,DAWN,DIVIDED,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
327,45,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,DARKNESS,DIVIDED,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
328,50,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAWN,PARKING LOT,SNOW OR SLUSH,WORN SURFACE,CURVE LEVEL
329,35,STOP SIGN,NOT FUNCTIONING,RAIN,DUSK,ALLEY,WET,NO DEFECTS,CURVE ON GRADE
330,55,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,DIVIDED,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE ON GRADE
331,35,STOP SIGN,NOT FUNCTIONING,FOG/SMOKE,DARKNESS,DIVIDED,DRY,NO DEFECTS,CURVE LEVEL
332,55,NO CONTROLS,MISSING,RAIN,DAWN,NOT DIVIDED,DRY,POTHOLES,CURVE ON GRADE
333,50,TRAFFIC SIGNAL,NOT FUNCTIONING,SEVERE CROSS WIND,DAWN,PARKING LOT,SNOW OR SLUSH,NO DEFECTS,CURVE ON GRADE
334,25,NO CONTROLS,MISSING,CLEAR,DARKNESS,ALLEY,DRY,WORN SURFACE,CURVE ON GRADE
335,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAWN,ONE-WAY,WET,POTHOLES,CURVE ON GRADE
336,55,STOP SIGN,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,SHOULDER DEFECT,CURVE LEVEL
337,20,STOP SIGN,NOT FUNCTIONING,FOG/SMOKE,DAWN,PARKING LOT,SNOW OR SLUSH,POTHOLES,STRAIGHT AND LEVEL
338,40,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,DAYLIGHT,NOT DIVIDED,ICE,NO DEFECTS,CURVE ON GRADE
339,50,STOP SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DAYLIGHT,ALLEY,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
340,35,YIELD SIGN,NOT FUNCTIONING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",ALLEY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE ON GRADE
341,55,YIELD SIGN,NOT FUNCTIONING,SNOW,DAWN,DIVIDED,WET,DEBRIS ON ROADWAY,CURVE LEVEL
342,35,NO CONTROLS,NOT FUNCTIONING,SLEET/HAIL,DUSK,DIVIDED,DRY,POTHOLES,CURVE LEVEL
343,40,YIELD SIGN,FUNCTIONING PROPERLY,CLEAR,DAWN,PARKING LOT,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
344,55,YIELD SIGN,MISSING,FOG/SMOKE,DAYLIGHT,NOT DIVIDED,DRY,WORN SURFACE,STRAIGHT ON GRADE
345,35,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,RAIN,DARKNESS,ALLEY,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
